rank,channel_info,country,rank_group,follower_band,engagement_band,insight_segment,influence_score,balanced_influencer_score,posts,followers,followers_m,avg_likes,avg_likes_m,new_post_avg_like,new_post_avg_like_m,total_likes,total_likes_b,recent_60_day_eng_rate,recent_60_day_eng_rate_pct,engagement_rate,engagement_rate_pct,recent_eng_rate_missing,followers_score_0_100,engagement_score_0_100,recent_eng_score_0_100,influence_score_0_100
104,lelepons,United States,101-200,Q2 팔로워 중하,Q4 반응 높음,일반 계정,81,38.408385875736485,2500.0,49200000.0,49.2,2400000.0,2.4,1700000.0,1.7,6100000000.0,6.1,0.0355,3.55,0.04878048780487805,4.878048780487805,False,15.160016052870725,14.070372435169432,13.441878076486176,83.09859154929578
105,charlidamelio,None,101-200,Q2 팔로워 중하,Q4 반응 높음,참여율 상위 10%,80,40.46494034670272,150.0,49100000.0,49.1,4200000.0,4.2,1600000.0,1.6,654400000.0,0.6544,0.032799999999999996,3.2799999999999994,0.0855397148676171,8.55397148676171,False,15.0839444086079,24.957896962843883,12.41953805376751,81.69014084507043
106,gucci,Italy,101-200,Q2 팔로워 중하,Q1 반응 낮음,팔로워 중위 이하·영향력 점수 높음,86,35.4659364935221,8900.0,49000000.0,49.0,115100.0,0.1151,72400.0,0.0724,1000000000.0,1.0,0.0015,0.15,0.0023489795918367347,0.23489795918367348,False,15.007717674242427,0.3180651936815127,0.5679666792881485,90.14084507042254
107,prillylatuconsina96,Indonesia,101-200,Q2 팔로워 중하,Q1 반응 낮음,일반 계정,84,34.919050322769465,6500.0,48900000.0,48.9,372400.0,0.3724,131800.0,0.1318,2400000000.0,2.4,0.0027,0.27,0.007615541922290388,0.7615541922290389,False,14.931335216106234,1.8779409345798546,1.0223400227186672,87.32394366197182
108,louisvuitton,France,101-200,Q2 팔로워 중하,Q1 반응 낮음,일반 계정,82,33.41686867397049,6500.0,48700000.0,48.7,127500.0,0.1275,40500.0,0.0405,824000000.0,0.824,0.0008,0.08,0.002618069815195072,0.2618069815195072,False,14.77810057435986,0.39776562922034925,0.3029155622870125,84.50704225352112
109,paulodybala,None,101-200,Q2 팔로워 중하,Q4 반응 높음,일반 계정,85,38.974584686981025,1300.0,48300000.0,48.3,1800000.0,1.8,1400000.0,1.4,2300000000.0,2.3,0.0288,2.88,0.037267080745341616,3.7267080745341614,False,14.469734288309299,10.660276201539249,10.90496024233245,88.73239436619718
110,blackpinkofficial,None,101-200,Q2 팔로워 중하,Q4 반응 높음,일반 계정,85,39.359329250621116,1400.0,48200000.0,48.2,2100000.0,2.1,1300000.0,1.3,3000000000.0,3.0,0.0277,2.77,0.043568464730290454,4.356846473029045,False,14.392243690119347,12.526650393176384,10.488451344187807,88.73239436619718
111,dovecameron,United States,101-200,Q2 팔로워 중하,Q4 반응 높음,일반 계정,85,38.01188911491086,170.0,48200000.0,48.2,1600000.0,1.6,841400.0,0.8414,283000000.0,0.283,0.0175,1.7500000000000002,0.03319502074688797,3.319502074688797,False,14.392243690119347,9.454193901831,6.6262779250284,88.73239436619718
112,garethbale11,None,101-200,Q2 팔로워 중하,Q2 반응 중하,팔로워 중위 이하·영향력 점수 높음,86,37.02029848482827,980.0,48100000.0,48.1,763000.0,0.763,681300.0,0.6813,753100000.0,0.7531,0.0143,1.43,0.015862785862785864,1.5862785862785864,False,14.314592155995495,4.320649279197813,5.4146156758803485,90.14084507042254
113,jokowi,None,101-200,Q2 팔로워 중하,Q2 반응 중하,일반 계정,85,35.39796358047941,3500.0,47700000.0,47.7,452600.0,0.4526,189600.0,0.1896,1600000000.0,1.6,0.0040999999999999995,0.4099999999999999,0.009488469601677148,0.9488469601677149,False,14.002363199696827,2.4326736555122164,1.5524422567209388,88.73239436619718
114,nusr_et,United Arab Emirates,101-200,Q2 팔로워 중하,Q2 반응 중하,일반 계정,81,33.71664399189776,2300.0,47300000.0,47.3,728200.0,0.7282,133000.0,0.133,1700000000.0,1.7,0.0029,0.29,0.015395348837209302,1.5395348837209302,False,13.68750491603298,4.1822015345697245,1.0980689132904202,83.09859154929578
115,harrystyles,United States,101-200,Q2 팔로워 중하,Q4 반응 높음,참여율 상위 10%,57,31.545633230975103,590.0,46900000.0,46.9,4700000.0,4.7,2900000.0,2.9,2800000000.0,2.8,0.0638,6.38,0.10021321961620469,10.021321961620469,False,13.369972644718306,29.303966116706302,24.157516092389244,49.29577464788733
116,haileybieber,None,101-200,Q2 팔로워 중하,Q4 반응 높음,일반 계정,85,39.43287937941103,2100.0,46900000.0,46.9,2000000.0,2.0,1600000.0,1.6,4200000000.0,4.2,0.0347,3.47,0.042643923240938165,4.264392324093817,False,13.369972644718306,12.252815251730249,13.138962514199168,88.73239436619718
117,vanessahudgens,United States,101-200,Q2 팔로워 중하,Q2 반응 중하,일반 계정,84,35.15227048343975,4200.0,46800000.0,46.8,633900.0,0.6339,292900.0,0.2929,2700000000.0,2.7,0.0063,0.63,0.013544871794871795,1.3544871794871796,False,13.290166423981232,3.634118351211112,2.3854600530102235,87.32394366197182
118,5-Minute Crafts GIRLY,United States,101-200,Q2 팔로워 중하,Q1 반응 낮음,일반 계정,85,34.49139590972111,10000.0,46500000.0,46.5,157000.0,0.157,12400.0,0.0124,1600000000.0,1.6,0.0003,0.03,0.0033763440860215053,0.33763440860215055,False,13.049720577851634,0.6223549468422006,0.11359333585762967,88.73239436619718
119,zayn,United States,101-200,Q2 팔로워 중하,Q4 반응 높음,참여율 상위 10%,82,45.233504375690096,160.0,46500000.0,46.5,4700000.0,4.7,4000000.0,4.0,773500000.0,0.7735,0.08810000000000001,8.81,0.1010752688172043,10.10752688172043,False,13.049720577851634,29.559291991864846,33.35857629685726,84.50704225352112
120,larissamanoela,Brazil,101-200,Q2 팔로워 중하,Q2 반응 중하,일반 계정,85,35.471042534367804,5200.0,46500000.0,46.5,579600.0,0.5796,259399.99999999997,0.25939999999999996,3000000000.0,3.0,0.005699999999999999,0.57,0.012464516129032257,1.2464516129032257,False,13.049720577851634,3.314133418166561,2.158273381294964,88.73239436619718
121,travisscott,United States,101-200,Q2 팔로워 중하,Q4 반응 높음,일반 계정,78,38.76443133201,3200.0,46200000.0,46.2,3000000.0,3.0,2600000.0,2.6,9600000000.0,9.6,0.0571,5.71,0.06493506493506493,6.493506493506493,False,12.807718437130312,18.855112724700778,21.620598258235514,78.87323943661971
122,thenotoriousmma,United States,101-200,Q2 팔로워 중하,Q3 반응 중상,일반 계정,82,34.79050771424946,3200.0,45900000.0,45.9,1100000.0,1.1,311500.0,0.3115,3500000000.0,3.5,0.0069,0.69,0.023965141612200435,2.3965141612200433,False,12.56413972415026,6.7204439430827305,2.612646724725483,84.50704225352112
123,daddyyankee,Puerto Rico,101-200,Q2 팔로워 중하,Q2 반응 중하,일반 계정,80,33.25875175799224,20.0,45900000.0,45.9,652500.0,0.6525,455300.0,0.4553,18300000.0,0.0183,0.01,1.0,0.014215686274509804,1.4215686274509804,False,12.56413972415026,3.8328034075675124,3.7864445285876562,81.69014084507043
124,natgeotravel,United States,101-200,Q2 팔로워 중하,Q1 반응 낮음,일반 계정,82,32.97886919172988,16900.0,45800000.0,45.8,189900.0,0.1899,52800.0,0.0528,3200000000.0,3.2,0.0012,0.12,0.004146288209606987,0.4146288209606987,False,12.482592908394833,0.8504006975368048,0.45437334343051866,84.50704225352112
125,nikefootball,United States,101-200,Q2 팔로워 중하,Q2 반응 중하,일반 계정,85,34.953756307016526,1800.0,45400000.0,45.4,431200.0,0.4312,199800.0,0.1998,784000000.0,0.784,0.0044,0.44,0.009497797356828194,0.9497797356828195,False,12.15461536498306,2.4354363948598587,1.666035592578569,88.73239436619718
126,stephencurry30,None,101-200,Q2 팔로워 중하,Q3 반응 중상,일반 계정,84,36.86927640018713,1100.0,45400000.0,45.4,1100000.0,1.1,1200000.0,1.2,1200000000.0,1.2,0.0276,2.76,0.024229074889867842,2.4229074889867843,False,12.15461536498306,6.7986169696637555,10.450586898901932,87.32394366197182
127,vancityreynolds,None,101-200,Q2 팔로워 중하,Q4 반응 높음,팔로워 중위 이하·영향력 점수 높음,86,38.1655135677339,680.0,44800000.0,44.8,1400000.0,1.4,1200000.0,1.2,925700000.0,0.9257,0.026099999999999998,2.61,0.03125,3.125,False,11.657190730872028,8.878108309703741,9.882620219613782,90.14084507042254
128,maisa,Brazil,101-200,Q2 팔로워 중하,Q2 반응 중하,일반 계정,42,13.916939175209723,1500.0,44500000.0,44.5,553000.0,0.553,294100.0,0.2941,820100000.0,0.8201,0.0067,0.67,0.012426966292134831,1.2426966292134831,False,11.40597455501823,3.303011727018563,2.53691783415373,28.169014084507044
129,luissuarez9,None,101-200,Q2 팔로워 중하,Q3 반응 중상,일반 계정,85,35.63865228136667,970.0,44200000.0,44.2,801800.0,0.8018,414800.0,0.4148,782500000.0,0.7825,0.0096,0.96,0.018140271493212668,1.8140271493212667,False,11.153059046044186,4.995205918279937,3.6349867474441493,88.73239436619718
130,gusttavolima,Brazil,101-200,Q2 팔로워 중하,Q2 반응 중하,일반 계정,76,30.454515142013022,4900.0,43900000.0,43.9,475100.0,0.4751,303900.0,0.3039,2300000000.0,2.3,0.0070999999999999995,0.71,0.010822323462414579,1.0822323462414578,False,10.898421057262585,2.827740902174555,2.688375615297236,76.05633802816901
131,jannatzubair29,None,101-200,Q2 팔로워 중하,Q3 반응 중상,일반 계정,84,36.608137953887486,1600.0,43800000.0,43.8,1300000.0,1.3,944300.0,0.9443,2200000000.0,2.2,0.0218,2.18,0.02968036529680365,2.968036529680365,False,10.813154885382298,8.413206360014435,8.25444907232109,87.32394366197182
132,varundvn,India,101-200,Q2 팔로워 중하,Q3 반응 중상,일반 계정,84,35.87245076952083,1900.0,43800000.0,43.8,1100000.0,1.1,640500.0,0.6405,2000000000.0,2.0,0.0148,1.48,0.02511415525114155,2.5114155251141552,False,10.813154885382298,7.06076432455464,5.603937902309732,87.32394366197182
133,hrithikroshan,CÃ´te d'Ivoire,101-200,Q2 팔로워 중하,Q4 반응 높음,일반 계정,85,38.52455121722443,580.0,43700000.0,43.7,1600000.0,1.6,1600000.0,1.6,949900000.0,0.9499,0.0382,3.82,0.036613272311212815,3.6613272311212817,False,10.727693819229914,10.466628077468838,14.464218099204846,88.73239436619718
134,nickyjampr,Colombia,101-200,Q2 팔로워 중하,Q1 반응 낮음,일반 계정,81,32.44611301232153,10000.0,43400000.0,43.4,381600.0,0.3816,139300.0,0.1393,3800000000.0,3.8,0.0033,0.33,0.0087926267281106,0.87926267281106,False,10.470132294450238,2.226575569161465,1.2495266944339265,83.09859154929578
135,buzzfeedtasty,Spain,101-200,Q2 팔로워 중하,Q1 반응 낮음,일반 계정,85,33.659222556862204,8900.0,43200000.0,43.2,65099.99999999999,0.06509999999999999,7700.0,0.0077,580700000.0,0.5807,0.0002,0.02,0.0015069444444444442,0.1506944444444444,False,10.297433603326457,0.06866717710323869,0.07572889057175312,88.73239436619718
136,brunamarquezine,United States,101-200,Q2 팔로워 중하,Q3 반응 중상,일반 계정,84,35.28397825966689,3000.0,43100000.0,43.1,969700.0,0.9697,444200.0,0.4442,2900000000.0,2.9,0.0105,1.05,0.022498839907192574,2.2498839907192574,False,10.210784201505705,6.286147657391069,3.9757667550170392,87.32394366197182
137,caradelevingne,United States,101-200,Q2 팔로워 중하,Q3 반응 중상,팔로워 중위 이하·영향력 점수 높음,86,35.57222484921085,4400.0,42900000.0,42.9,790200.0,0.7902,181000.0,0.181,3500000000.0,3.5,0.0043,0.43,0.01841958041958042,1.8419580419580421,False,10.036880631491417,5.077932978384795,1.628171147292692,90.14084507042254
138,kapilsharma,None,101-200,Q2 팔로워 중하,Q2 반응 중하,일반 계정,83,34.46984200227122,950.0,42200000.0,42.2,736400.0,0.7364,624500.0,0.6245,710700000.0,0.7107,0.0149,1.49,0.017450236966824646,1.7450236966824646,False,9.421768283572383,4.790828176110078,5.641802347595608,85.91549295774648
139,badbunnypr,None,101-200,Q2 팔로워 중하,Q4 반응 높음,참여율 상위 10%,83,46.251578839271176,10.0,42100000.0,42.1,3700000.0,3.7,5400000.0,5.4,67500000.0,0.0675,0.1309,13.089999999999998,0.08788598574821853,8.788598574821853,False,9.333063140823656,25.652826747888525,49.56455887921242,85.91549295774648
140,britneyspears,Turkey,101-200,Q2 팔로워 중하,Q2 반응 중하,일반 계정,80,32.04522910964494,3000.0,42100000.0,42.1,513100.0,0.5131,221700.0,0.2217,1600000000.0,1.6,0.0055000000000000005,0.55,0.012187648456057007,1.2187648456057008,False,9.333063140823656,3.232129420223586,2.082544490723211,81.69014084507043
141,j.m,None,101-200,Q2 팔로워 중하,Q4 반응 높음,참여율 상위 10%,83,72.35917728377395,20.0,41900000.0,41.9,14200000.0,14.2,11000000.0,11.0,368100000.0,0.3681,0.2641,26.41,0.33890214797136037,33.89021479713604,False,9.155018994250716,100.0,100.0,85.91549295774648
142,mariliamendoncacantora,Brazil,101-200,Q2 팔로워 중하,Q3 반응 중상,일반 계정,73,30.2088620966046,1400.0,41800000.0,41.8,1000000.0,1.0,818600.0,0.8186,1500000000.0,1.5,0.019799999999999998,1.9799999999999998,0.023923444976076555,2.3923444976076556,False,9.065677971754845,6.708094033011297,7.4971601666035586,71.83098591549296
143,norafatehi,Anguilla,101-200,Q2 팔로워 중하,Q4 반응 높음,일반 계정,83,35.689154876520846,1700.0,41600000.0,41.6,1400000.0,1.4,727500.0,0.7275,2300000000.0,2.3,0.0176,1.76,0.03365384615384615,3.3653846153846154,False,8.886352927178475,9.590091015871275,6.664142370314276,85.91549295774648
144,theweeknd,None,101-200,Q2 팔로워 중하,Q3 반응 중상,일반 계정,83,36.392595644654705,670.0,41500000.0,41.5,1100000.0,1.1,1600000.0,1.6,767000000.0,0.767,0.0397,3.9699999999999998,0.02650602409638554,2.6506024096385543,False,8.796366842543435,7.473014728134553,15.032184778492994,85.91549295774648
145,dior,None,101-200,Q2 팔로워 중하,Q1 반응 낮음,일반 계정,85,33.41032871849889,9700.0,41500000.0,41.5,88800.0,0.0888,63600.0,0.0636,863000000.0,0.863,0.0016,0.16,0.0021397590361445784,0.21397590361445784,False,8.796366842543435,0.2560972440316406,0.605831124574025,88.73239436619718
146,ranveersingh,Switzerland,101-200,Q2 팔로워 중하,Q3 반응 중상,일반 계정,85,35.24851542260212,1800.0,40800000.0,40.8,1000000.0,1.0,299300.0,0.2993,1800000000.0,1.8,0.0076,0.76,0.024509803921568627,2.450980392156863,False,8.1603262293056,6.881764643390843,2.877697841726619,88.73239436619718
147,marinaruybarbosa,Brazil,101-200,Q2 팔로워 중하,Q2 반응 중하,일반 계정,81,32.07976085986506,2100.0,40700000.0,40.7,586400.0,0.5864,0.0,0.0,1200000000.0,1.2,0.0001,0.01,0.014407862407862407,1.4407862407862408,False,8.068573544977303,3.889723058297355,0.03786444528587656,83.09859154929578
148,jenniferaniston,None,101-200,Q2 팔로워 중하,Q4 반응 높음,참여율 상위 10%,85,42.415700202027246,90.0,40700000.0,40.7,4600000.0,4.6,731000.0,0.731,452000000.0,0.452,0.018799999999999997,1.8799999999999997,0.11302211302211303,11.302211302211303,False,8.068573544977303,33.097765722208756,7.1185157137447925,88.73239436619718
149,addisonraee,None,101-200,Q2 팔로워 중하,Q4 반응 높음,참여율 상위 10%,85,39.97874782592211,300.0,40100000.0,40.1,3100000.0,3.1,994400.0,0.9944,957900000.0,0.9579,0.024900000000000002,2.49,0.0773067331670823,7.73067331670823,False,7.513278188304007,22.51941287699846,9.428246876183264,88.73239436619718
150,andresiniesta8,Spain,101-200,Q1 팔로워 낮음,Q1 반응 낮음,일반 계정,85,33.51403779083937,2000.0,40000000.0,40.0,250800.0,0.2508,161700.0,0.1617,500500000.0,0.5005,0.0040999999999999995,0.4099999999999999,0.00627,0.627,False,7.4199218349721985,1.479411861676676,1.5524422567209388,88.73239436619718
151,princessyahrini,Indonesia,101-200,Q1 팔로워 낮음,Q1 반응 낮음,일반 계정,81,31.189015093584416,4500.0,40000000.0,40.0,118300.0,0.1183,87400.0,0.0874,529900000.0,0.5299,0.0022,0.22,0.0029575,0.29575,False,7.4199218349721985,0.4982996925778109,0.8330177962892845,83.09859154929578
152,liverpoolfc,United Kingdom,101-200,Q1 팔로워 낮음,Q1 반응 낮음,일반 계정,75,28.745876761562386,10000.0,39900000.0,39.9,346700.0,0.3467,162900.0,0.1629,3500000000.0,3.5,0.0042,0.42,0.008689223057644111,0.8689223057644111,False,7.32633179841546,2.195948973108888,1.5903067020068156,74.64788732394366
153,teddysphotos,United States,101-200,Q1 팔로워 낮음,Q3 반응 중상,일반 계정,80,31.917801180967807,2300.0,39900000.0,39.9,715500.0,0.7155,181100.0,0.1811,1700000000.0,1.7,0.0046,0.45999999999999996,0.017932330827067668,1.7932330827067668,False,7.32633179841546,4.933617052466991,1.7417644831503216,81.69014084507043
154,worldstar,United States,101-200,Q1 팔로워 낮음,Q1 반응 낮음,일반 계정,78,29.605307279687892,11600.0,39200000.0,39.2,157400.0,0.1574,84400.0,0.0844,1800000000.0,1.8,0.0023,0.22999999999999998,0.0040153061224489795,0.40153061224489794,False,6.6645587690457555,0.811605793493125,0.8708822415751608,78.87323943661971
155,natashawilona12,None,101-200,Q1 팔로워 낮음,Q2 반응 중하,일반 계정,84,33.389169847144984,1200.0,39200000.0,39.2,486500.0,0.4865,227700.0,0.2277,563900000.0,0.5639,0.0059,0.59,0.012410714285714285,1.2410714285714286,False,6.6645587690457555,3.2981981296535907,2.2340022718667174,87.32394366197182
156,mahi7781,None,101-200,Q1 팔로워 낮음,Q4 반응 높음,참여율 상위 10%,58,27.15531600896328,100.0,39100000.0,39.1,4099999.9999999995,4.1,0.0,0.0,439400000.0,0.4394,0.0017000000000000001,0.17,0.10485933503836316,10.485933503836316,False,6.56905629039613,30.68007491058331,0.6436955698599016,50.70422535211267
157,georginagio,None,101-200,Q1 팔로워 낮음,Q4 반응 높음,일반 계정,74,36.20972738063274,730.0,39100000.0,39.1,2200000.0,2.2,3300000.0,3.3,1600000000.0,1.6,0.08560000000000001,8.56,0.056265984654731455,5.626598465473146,False,6.56905629039613,16.287462865702985,32.41196516471034,73.23943661971832
158,cznburak,None,101-200,Q1 팔로워 낮음,Q3 반응 중상,일반 계정,80,32.23800088046768,1800.0,39000000.0,39.0,815800.0,0.8158,383300.0,0.3833,1400000000.0,1.4,0.0101,1.01,0.020917948717948717,2.0917948717948716,False,6.473309246879855,5.817911707568179,3.8243089738735323,81.69014084507043
159,chrissyteigen,United States,101-200,Q1 팔로워 낮음,Q2 반응 중하,일반 계정,79,31.028801273436073,5100.0,38900000.0,38.9,623100.0,0.6231,162100.0,0.1621,3200000000.0,3.2,0.0043,0.43,0.016017994858611825,1.6017994858611824,False,6.37731638270597,4.366619825479614,1.628171147292692,80.28169014084507
160,ruben_onsu,Indonesia,101-200,Q1 팔로워 낮음,Q1 반응 낮음,일반 계정,75,27.942289752598565,13400.0,38800000.0,38.8,139300.0,0.1393,49100.0,0.0491,1900000000.0,1.9,0.0013,0.13,0.0035902061855670104,0.35902061855670103,False,6.281076432386571,0.6856976512567298,0.4922377887163953,74.64788732394366
161,wizkhalifa,United States,101-200,Q1 팔로워 낮음,Q2 반응 중하,일반 계정,80,30.98219735420958,500.0,38700000.0,38.7,398700.0,0.3987,115700.0,0.1157,199800000.0,0.1998,0.0031,0.31,0.01030232558139535,1.0302325581395348,False,6.18458812063611,2.673725430786301,1.1737978038621735,81.69014084507043
162,hm,Sweden,101-200,Q1 팔로워 낮음,Q1 반응 낮음,일반 계정,83,31.67781690549736,7300.0,38500000.0,38.5,88400.0,0.0884,22400.0,0.0224,644100000.0,0.6441,0.0006,0.06,0.0022961038961038962,0.22961038961038963,False,5.990861262104055,0.30240421601115597,0.22718667171525933,85.91549295774648
163,anushkasen0408,None,101-200,Q1 팔로워 낮음,Q3 반응 중상,일반 계정,85,34.74932590361746,5300.0,38300000.0,38.3,695400.0,0.6954,658300.0,0.6583,3700000000.0,3.7,0.0175,1.7500000000000002,0.018156657963446475,1.8156657963446474,False,5.796125404993409,5.000059341783323,6.6262779250284,88.73239436619718
164,prattprattpratt,None,101-200,Q1 팔로워 낮음,Q3 반응 중상,일반 계정,84,34.05871837979341,730.0,38300000.0,38.3,813500.0,0.8135,363800.0,0.3638,594700000.0,0.5947,0.01,1.0,0.021240208877284596,2.1240208877284594,False,5.796125404993409,5.913360270267098,3.7864445285876562,87.32394366197182
165,marvelstudios,None,101-200,Q1 팔로워 낮음,Q2 반응 중하,일반 계정,83,33.4282954541281,2700.0,38100000.0,38.1,594200.0,0.5942,555900.0,0.5559,1600000000.0,1.6,0.0158,1.58,0.015595800524934382,1.5595800524934382,False,5.600369983802237,4.241572278763984,5.982582355168498,85.91549295774648
166,wesleysafadao,None,101-200,Q1 팔로워 낮음,Q1 반응 낮음,일반 계정,80,30.242290317443448,8900.0,37400000.0,37.4,256100.00000000003,0.25610000000000005,0.0,0.0,2300000000.0,2.3,0.0002,0.02,0.0068475935828877016,0.6847593582887701,False,4.9070404474963665,1.6504863048357818,0.07572889057175312,81.69014084507043
167,parineetichopra,None,101-200,Q1 팔로워 낮음,Q2 반응 중하,일반 계정,84,33.08314861328749,1300.0,37400000.0,37.4,505700.0,0.5057,246900.0,0.2469,672100000.0,0.6721,0.0068000000000000005,0.68,0.013521390374331551,1.3521390374331552,False,4.9070404474963665,3.6271635112292975,2.5747822794396065,87.32394366197182
168,rkive,None,101-200,Q1 팔로워 낮음,Q4 반응 높음,참여율 상위 10%,83,52.9158670537678,110.0,37000000.0,37.0,10900000.0,10.9,0.0,0.0,1200000000.0,1.2,0.0,0.0,0.2945945945945946,29.45945945945946,True,4.505002165076667,86.87677590914946,0.0,85.91549295774648
169,laudyacynthiabella,Indonesia,101-200,Q1 팔로워 낮음,Q1 반응 낮음,일반 계정,76,28.041163904593095,380.0,36900000.0,36.9,172800.0,0.1728,43400.0,0.0434,66700000.0,0.0667,0.0012,0.12,0.0046829268292682925,0.46829268292682924,False,4.403813470009915,1.0093449028675594,0.45437334343051866,76.05633802816901
170,antogriezmann,France,101-200,Q1 팔로워 낮음,Q3 반응 중상,일반 계정,83,33.53035061310184,870.0,36500000.0,36.5,1100000.0,1.1,203600.0,0.2036,955400000.0,0.9554,0.005699999999999999,0.57,0.030136986301369864,3.0136986301369864,False,3.99629771922491,8.548450563560415,2.158273381294964,85.91549295774648
171,gisel_la,None,101-200,Q1 팔로워 낮음,Q1 반응 낮음,일반 계정,85,32.323106197790544,9900.0,36500000.0,36.5,150500.0,0.1505,33400.0,0.0334,1500000000.0,1.5,0.001,0.1,0.004123287671232876,0.41232876712328764,False,3.99629771922491,0.8435882875459625,0.37864445285876563,88.73239436619718
172,eminem,United States,101-200,Q1 팔로워 낮음,Q4 반응 높음,일반 계정,84,35.20788410865695,660.0,36400000.0,36.4,1100000.0,1.1,962700.0,0.9627,730100000.0,0.7301,0.0269,2.69,0.03021978021978022,3.021978021978022,False,3.8937209745234,8.572972864203367,10.185535781900795,87.32394366197182
173,mercedesbenz,British Virgin Islands,101-200,Q1 팔로워 낮음,Q1 반응 낮음,일반 계정,77,28.397685874911343,10000.0,36000000.0,36.0,197900.0,0.1979,64599.99999999999,0.06459999999999999,2000000000.0,2.0,0.0018,0.18,0.005497222222222222,0.5497222222222222,False,3.4805764395402736,1.2505268256655193,0.6815600151457781,77.46478873239437
174,colesprouse,None,101-200,Q1 팔로워 낮음,Q4 반응 높음,일반 계정,81,35.70092584042019,1200.0,35900000.0,35.9,2200000.0,2.2,834500.0,0.8345,2600000000.0,2.6,0.023399999999999997,2.34,0.06128133704735376,6.128133704735376,False,3.376573034571274,17.772934039958336,8.860280196895115,83.09859154929578
175,nattinatasha,Czech Republic,101-200,Q1 팔로워 낮음,Q2 반응 중하,일반 계정,47,14.596660175028326,30.0,35900000.0,35.9,518100.0,0.5181,285900.0,0.2859,18700000.0,0.0187,0.008,0.8,0.01443175487465181,1.443175487465181,False,3.376573034571274,3.896799643932638,3.029155622870125,35.2112676056338
176,shahidkapoor,None,101-200,Q1 팔로워 낮음,Q4 반응 높음,일반 계정,82,34.39532167608287,1100.0,35600000.0,35.6,1300000.0,1.3,780000.0,0.78,1500000000.0,1.5,0.0254,2.54,0.03651685393258427,3.651685393258427,False,3.062815669111852,10.438070418722498,9.617569102612647,84.50704225352112
177,tigerjackieshroff,India,101-200,Q1 팔로워 낮음,Q4 반응 높음,일반 계정,83,33.71121417657729,2100.0,35600000.0,35.6,1100000.0,1.1,422900.0,0.4229,2200000000.0,2.2,0.012,1.2,0.03089887640449438,3.089887640449438,False,3.062815669111852,8.774110835769156,4.543733434305188,85.91549295774648
178,kimberly.loaiza,Mexico,101-200,Q1 팔로워 낮음,Q4 반응 높음,참여율 상위 10%,78,36.644195405647466,590.0,35500000.0,35.5,2600000.0,2.6,1800000.0,1.8,1600000000.0,1.6,0.052300000000000006,5.23,0.07323943661971831,7.323943661971831,False,2.957642041488216,21.314741439125974,19.803104884513445,78.87323943661971
179,barackobama,United States,101-200,Q1 팔로워 낮음,Q4 반응 높음,일반 계정,81,32.679884272216505,660.0,35400000.0,35.4,1100000.0,1.1,411500.0,0.4115,739500000.0,0.7395,0.011899999999999999,1.19,0.031073446327683617,3.1073446327683616,False,2.8521717318788746,8.825815794561493,4.50586898901931,83.09859154929578
180,sachintendulkar,None,101-200,Q1 팔로워 낮음,Q3 반응 중상,일반 계정,76,30.043814649597056,1000.0,35300000.0,35.3,800400.0,0.8004,664500.0,0.6645,810000000.0,0.81,0.0203,2.03,0.022674220963172804,2.26742209631728,False,2.746403061740291,6.338092861391556,7.686482393032941,76.05633802816901
181,simonemendes,Brazil,101-200,Q1 팔로워 낮음,Q2 반응 중하,일반 계정,72,26.41802583702273,4400.0,35000000.0,35.0,420000.0,0.42,222900.0,0.2229,1900000000.0,1.9,0.006500000000000001,0.65,0.012,1.2,False,2.427289887452984,3.176550798714109,2.461188943581977,70.4225352112676
182,ivetesangalo,Brazil,101-200,Q1 팔로워 낮음,Q1 반응 낮음,일반 계정,84,31.708413567098756,7600.0,34800000.0,34.8,226400.0,0.2264,121100.0,0.1211,1700000000.0,1.7,0.0036,0.36,0.006505747126436781,0.6505747126436782,False,2.213024544929361,1.549236578530175,1.3631200302915563,87.32394366197182
183,lunamaya,None,101-200,Q1 팔로워 낮음,Q1 반응 낮음,일반 계정,83,30.93519323440699,4100.0,34800000.0,34.8,145400.0,0.1454,58600.0,0.0586,589600000.0,0.5896,0.0017000000000000001,0.17,0.00417816091954023,0.417816091954023,False,2.213024544929361,0.8598409099376086,0.6436955698599016,85.91549295774648
184,toni.kr8s,None,101-200,Q1 팔로워 낮음,Q2 반응 중하,일반 계정,83,32.73091011893089,940.0,34700000.0,34.7,597200.0,0.5972,533500.0,0.5335,561300000.0,0.5613,0.0168,1.68,0.017210374639769453,1.7210374639769452,False,2.105429650701425,4.719784599360728,6.361226808027262,85.91549295774648
185,dannapaola,Mexico,101-200,Q1 팔로워 낮음,Q4 반응 높음,일반 계정,68,28.29104518651345,1900.0,34700000.0,34.7,1500000.0,1.5,1200000.0,1.2,2800000000.0,2.8,0.0349,3.49,0.043227665706051875,4.322766570605188,False,2.105429650701425,12.425710900377142,13.214691404770921,64.7887323943662
186,paollaoliveirareal,None,101-200,Q1 팔로워 낮음,Q2 반응 중하,일반 계정,84,32.10390904129437,4600.0,34700000.0,34.7,367800.0,0.3678,192300.0,0.1923,1700000000.0,1.7,0.005699999999999999,0.57,0.010599423631123919,1.0599423631123919,False,2.105429650701425,2.7617213589385248,2.158273381294964,87.32394366197182
